user_id,final_rec
2386,"[1082185, 1070820, 981760, 962568, 13416117]"
2387,"[1029743, 981760, 914190, 962568, 13416117]"
2388,"[1106523, 1092026, 1044078, 908531, 6533765]"
2389,"[1029743, 923746, 1068719, 1082185, 13416117]"
2392,"[1106523, 840361, 1044078, 1068719, 6533765]"
2393,"[1082185, 962568, 923746, 961554, 13416117]"
2394,"[1106523, 840361, 908531, 1053690, 6533765]"
2395,"[1029743, 923746, 981760, 1068719, 13416117]"
2396,"[995242, 1053690, 908531, 916122, 13416117]"
2398,"[1029743, 908531, 981760, 1082185, 13416117]"
2399,"[1082185, 1029743, 981760, 840361, 13416117]"
2400,"[923746, 1106523, 1068719, 1082185, 6533765]"
2401,"[1082185, 1106523, 1053690, 923746, 13416117]"
2402,"[1106523, 1053690, 5569230, 979707, 13416117]"
2404,"[1082185, 1029743, 981760, 840361, 13416117]"
2405,"[1005186, 923746, 1068719, 1085604, 6533765]"
2406,"[1082185, 981760, 1126899, 1005186, 13416117]"
2407,"[1029743, 914190, 899624, 962568, 6533765]"
2408,"[1082185, 1029743, 981760, 914190, 13416117]"
2410,"[1106523, 840361, 1044078, 1068719, 6533765]"
2412,"[1106523, 981760, 1082185, 844165, 6533765]"
2415,"[1029743, 1005186, 840361, 986912, 13416117]"
2416,"[962568, 1029743, 840361, 899624, 13416117]"
2418,"[1029743, 1005186, 923746, 1082185, 13416117]"
2419,"[1126899, 1005186, 840361, 1075368, 13416117]"
2420,"[1106523, 923746, 1068719, 1044078, 6533765]"
2421,"[1082185, 1126899, 840361, 916122, 13416117]"
2423,"[1029743, 840361, 1044078, 908531, 13416117]"
2424,"[1029743, 840361, 908531, 914190, 13416117]"
2425,"[1029743, 840361, 1005186, 986912, 13416117]"
2426,"[1029743, 844165, 981760, 899624, 13416117]"
2427,"[1082185, 981760, 1005186, 1126899, 13416117]"
2430,"[1082185, 1029743, 951590, 981760, 13416117]"
2431,"[1082185, 840361, 1070820, 961554, 13416117]"
2432,"[1029743, 844165, 1005186, 1082185, 6533765]"
2435,"[1029743, 844165, 908531, 1044078, 6533765]"
2437,"[1082185, 1070820, 866211, 1127831, 13416117]"
2438,"[1126899, 840361, 916122, 979707, 13416117]"
2440,"[1106523, 923746, 1044078, 1068719, 6533765]"
2441,"[1029743, 1082185, 908531, 840361, 13416117]"
2442,"[1082185, 1126899, 1005186, 866211, 13416117]"
2445,"[1029743, 981760, 899624, 914190, 13416117]"
2446,"[1126899, 840361, 979707, 933835, 13416117]"
2447,"[1082185, 1005186, 1126899, 916122, 13416117]"
2448,"[840361, 1082185, 1106523, 962568, 13416117]"
2449,"[840361, 995242, 1082185, 961554, 13416117]"
2450,"[1082185, 1070820, 962568, 1005186, 13416117]"
2451,"[962568, 1082185, 840361, 1068719, 13416117]"
2452,"[1082185, 1106523, 1092026, 923746, 6533765]"
2453,"[1082185, 1005186, 1070820, 981760, 13416117]"
2454,"[1005186, 1126899, 981760, 1053690, 13416117]"
2455,"[1029743, 1068719, 923746, 899624, 13416117]"
2456,"[1126899, 840361, 1005186, 979707, 13416117]"
2457,"[1082185, 1106523, 923746, 1005186, 6533765]"
2458,"[840361, 1126899, 979707, 916122, 13416117]"
2459,"[1029743, 1082185, 962568, 981760, 13416117]"
2460,"[5569230, 951590, 1106523, 5568378, 13416117]"
2461,"[1126899, 979707, 1005186, 840361, 13416117]"
2462,"[962568, 1029743, 903325, 981760, 13416117]"
2464,"[1029743, 840361, 1005186, 986912, 13416117]"
2465,"[840361, 1070820, 1082185, 914190, 13416117]"
2466,"[1029743, 981760, 923746, 908531, 13416117]"
2467,"[1082185, 916122, 1126899, 840361, 13416117]"
2468,"[1082185, 1070820, 986912, 1098844, 13416117]"
2469,"[1005186, 1126899, 1082185, 1085604, 13416117]"
2470,"[1070820, 1005186, 981760, 986912, 13416117]"
2471,"[1029743, 923746, 1005186, 1068719, 13416117]"
2472,"[1005186, 1082185, 1126899, 923746, 13416117]"
2474,"[1029743, 981760, 923746, 1082185, 13416117]"
2475,"[1082185, 1070820, 914190, 933835, 13416117]"
2478,"[1082185, 1106523, 951590, 866211, 13416117]"
2479,"[1106523, 981760, 962568, 916122, 13416117]"
2481,"[1082185, 1029743, 840361, 914190, 13416117]"
2482,"[1106523, 951590, 840361, 5569230, 13416117]"
2483,"[1082185, 1029743, 981760, 962568, 13416117]"
2484,"[1029743, 1082185, 923746, 981760, 13416117]"
2485,"[1029743, 840361, 1005186, 1085604, 13416117]"
2486,"[1029743, 840361, 1068719, 914190, 13416117]"
2487,"[1082185, 1029743, 981760, 840361, 13416117]"
2488,"[1082185, 1070820, 981760, 914190, 13416117]"
2489,"[923746, 1106523, 1068719, 1005186, 13416117]"
2490,"[1106523, 1005186, 923746, 1085604, 13416117]"
2492,"[1106523, 951590, 5569230, 1053690, 13416117]"
2494,"[1082185, 840361, 1070820, 908531, 13416117]"
2495,"[1082185, 1029743, 981760, 840361, 13416117]"
2496,"[981760, 1106523, 1082185, 5569230, 13416117]"
2497,"[1029743, 914190, 840361, 962568, 6533765]"
2498,"[1106523, 1082185, 1053690, 981760, 6533765]"
2499,"[1070820, 1005186, 1092026, 1085604, 6533765]"
2500,"[1082185, 995242, 840361, 908531, 13416117]"
